artifact,page,render,visual_observation,issue,fix_iteration,status
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,15,pdf-page+contact-sheet,"Contact sheet contact-sheet-002.png opened for visual review; Opened rendered page 15 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: ◆ ◆ ◆ 5–10 — ŚB 1.2.18 Source: https://vedabase.io/en/library/sb/1/2/18/ IAST: naṣṭa-prāyeṣv abhadreṣu nityaṁ bhāgavata-sevayā / bhagavaty u — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,16,pdf-page+contact-sheet,"Contact sheet contact-sheet-002.png opened for visual review; Opened rendered page 16 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Ask: 35. What is healthy in each family? 36. What is missing? 37. What is one nonjudgmental repair? 38. How can KUTUMBA support rather than  — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,17,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 17 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Parent share line (optional model): “Steady hearing needs both Saturday and a small home practice.” ◆ ◆ ◆ Privacy / rights • No public sādha — EXTERNAL_OPEN status retained — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,18,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 18 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-parent/P01- SPIRITUA — parent printable/form fields visible; primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,19,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 19 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-parent/P02- SIX-PURP — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,20,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 20 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: ✂ ======================== CUT ======================== ✂ ┌──────────────────────────────┐ ┌──────────────────────────────┐ │ Correct a chil — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,21,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 21 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: ◆ ◆ ◆ ◆ ◆ ◆ Facilitator match key (presenter only) Example Purpose After dinner: one prayer + three mahā-mantras 1 Home chanting / hearing F — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,22,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 22 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-parent/P03- TWO-FAMI — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,23,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 23 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: KUTUMBA · Families Growing in Kṛṣṇa Consciousness · C1-W1 · P03 · p. 1 — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,24,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 24 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-parent/P04- FAMILY-O — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,25,pdf-page+contact-sheet,"Contact sheet contact-sheet-004.png opened for visual review; Opened rendered page 25 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-parent/P05- FAMILY-S — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,26,pdf-page+contact-sheet,"Contact sheet contact-sheet-004.png opened for visual review; Opened rendered page 26 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: launch/CHILD-HOUSE-RULES.md • SHA-256: 6a525f3dd1da740db86e246622696c7b08e28c1f1475227567d639a5bd54ce47 Parents remain ons — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,27,pdf-page+contact-sheet,"Contact sheet contact-sheet-004.png opened for visual review; Opened rendered page 27 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-younger/Y01- FOUR-CO — younger Four Corners printable content visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,28,pdf-page+contact-sheet,"Contact sheet contact-sheet-004.png opened for visual review; Opened rendered page 28 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: | | | C H A N T | | | | | | We say Krsna's names. | | | | | | scissors .... CUT LINE .... scissors | +-------------------------------------- — younger Four Corners printable content visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,29,pdf-page+contact-sheet,"Contact sheet contact-sheet-004.png opened for visual review; Opened rendered page 29 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: | scissors .... CUT LINE .... scissors | | | | [ heart / home ] | | | | | | R E S P E C T | | | | | | We use kind words and care. | | | | |  — younger Four Corners printable content visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,30,pdf-page+contact-sheet,"Contact sheet contact-sheet-004.png opened for visual review; Opened rendered page 30 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-younger/Y02- FOUR-CO — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,31,pdf-page+contact-sheet,"Contact sheet contact-sheet-004.png opened for visual review; Opened rendered page 31 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: | | | | | You sit quietly while | | You help bring scripture | | another child answers. | | to the family reading place.| | | | | | Walk to  — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,32,pdf-page+contact-sheet,"Contact sheet contact-sheet-004.png opened for visual review; Opened rendered page 32 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: | | | | | You listen when a parent | | Your family chants three | | reads one verse. | | maha-mantras at home. | | | | | | Walk to a corner. — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,33,pdf-page+contact-sheet,"Contact sheet contact-sheet-005.png opened for visual review; Opened rendered page 33 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: 10 You keep feet on the floor in the host home. **RESPECT** 11 You listen when a parent reads one verse. **HEAR** 12 Your family chants thre — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,34,pdf-page+contact-sheet,"Contact sheet contact-sheet-005.png opened for visual review; Opened rendered page 34 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-younger/Y03- BHAKTI- — Bhakti Garden craft layout visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,35,pdf-page+contact-sheet,"Contact sheet contact-sheet-005.png opened for visual review; Opened rendered page 35 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-younger/Y04- MEMORY- — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,36,pdf-page+contact-sheet,"Contact sheet contact-sheet-005.png opened for visual review; Opened rendered page 36 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: ======= CUT ======= ======= CUT ======= +--------------------+ +--------------------+ | [ helping hands ] | | [ heart / home ] | | | | | | S — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,37,pdf-page+contact-sheet,"Contact sheet contact-sheet-005.png opened for visual review; Opened rendered page 37 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-younger/Y05- HOUSE-R — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,38,pdf-page+contact-sheet,"Contact sheet contact-sheet-005.png opened for visual review; Opened rendered page 38 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: | A child uses a soft voice | | A child snatches crayons | | when asking for help. | | from a friend's hand. | | | | | | Sort: Safe or Needs — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,39,pdf-page+contact-sheet,"Contact sheet contact-sheet-005.png opened for visual review; Opened rendered page 39 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Card Scenario Sort Kind teacher line A Feet on the floor during the story **SAFE / KIND** ""Safe body — thank you."" B Jumping on the couch in — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,40,pdf-page+contact-sheet,"Contact sheet contact-sheet-005.png opened for visual review; Opened rendered page 40 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: launch/CHILD-HOUSE-RULES.md • SHA-256: 6a525f3dd1da740db86e246622696c7b08e28c1f1475227567d639a5bd54ce47 Parents remain ons — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,41,pdf-page+contact-sheet,"Contact sheet contact-sheet-006.png opened for visual review; Opened rendered page 41 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-older/O01-SB- 1-2-18 — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,42,pdf-page+contact-sheet,"Contact sheet contact-sheet-006.png opened for visual review; Opened rendered page 42 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-older/O02- KUTUMBA-I — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,43,pdf-page+contact-sheet,"Contact sheet contact-sheet-006.png opened for visual review; Opened rendered page 43 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: KUTUMBA · C1-W1 Older · O02 · p. 2 <div style=""page-break-after: always;""></div> ◆ ◆ ◆ Cards 7–12 ``` ✂ ======================== CUT ======= — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,44,pdf-page+contact-sheet,"Contact sheet contact-sheet-006.png opened for visual review; Opened rendered page 44 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Discussion line: Why does “supports temple life” matter for ŚB 1.2.18’s call to regular Bhāgavata service and association? KUTUMBA · Familie — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,45,pdf-page+contact-sheet,"Contact sheet contact-sheet-006.png opened for visual review; Opened rendered page 45 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-older/O03- SIX-PURPO — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,46,pdf-page+contact-sheet,"Contact sheet contact-sheet-006.png opened for visual review; Opened rendered page 46 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: ┌──────────────────────────────┐ ┌──────────────────────────────┐ │ E3 A parent corrects a │ │ E4 Our family joins │ │ child calmly in a qui — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,47,pdf-page+contact-sheet,"Contact sheet contact-sheet-006.png opened for visual review; Opened rendered page 47 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: ✂ ======================== CUT ======================== ✂ ``` KUTUMBA · C1-W1 Older · O03 Examples B · p. 3 <div style=""page-break-after: al — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,48,pdf-page+contact-sheet,"Contact sheet contact-sheet-006.png opened for visual review; Opened rendered page 48 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Extension: Each student writes one “our family example” for the purpose they need most. KUTUMBA · Families Growing in Kṛṣṇa Consciousness ·  — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,49,pdf-page+contact-sheet,"Contact sheet contact-sheet-007.png opened for visual review; Opened rendered page 49 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-older/O04- SCENARIO- — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,50,pdf-page+contact-sheet,"Contact sheet contact-sheet-007.png opened for visual review; Opened rendered page 50 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: ◆ ◆ ◆ 103. What should happen next? ◆ ◆ ◆ 104. Which KUTUMBA principle applies? ◆ ◆ ◆ ◆ ◆ ◆ Scenario 4 — Hard philosophy question · teacher  — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,51,pdf-page+contact-sheet,"Contact sheet contact-sheet-007.png opened for visual review; Opened rendered page 51 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: • Good: Honest question; teacher humility. • Missing: A verified source answer in that moment. • Next: Say “I will check the source and retu — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,52,pdf-page+contact-sheet,"Contact sheet contact-sheet-007.png opened for visual review; Opened rendered page 52 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-older/O05- FAMILY-CO — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,53,pdf-page+contact-sheet,"Contact sheet contact-sheet-007.png opened for visual review; Opened rendered page 53 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-older/O06- EXIT-TICK — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,54,pdf-page+contact-sheet,"Contact sheet contact-sheet-007.png opened for visual review; Opened rendered page 54 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-parent/P05- FAMILY-S — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,55,pdf-page+contact-sheet,"Contact sheet contact-sheet-007.png opened for visual review; Opened rendered page 55 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/project/MODULE-PROJECT- BRIEF.md • SH — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,56,pdf-page+contact-sheet,"Contact sheet contact-sheet-007.png opened for visual review; Opened rendered page 56 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Source ID: KUTUMBA-V12.2-W1-GENERATED Minimum: 5 minutes, at least once before next Saturday. 109. Offer one prayer. 110. Chant three mahā-m — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,57,pdf-page+contact-sheet,"Contact sheet contact-sheet-008.png opened for visual review; Opened rendered page 57 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Remove this section before distributing participant copies. — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,58,pdf-page+contact-sheet,"Contact sheet contact-sheet-008.png opened for visual review; Opened rendered page 58 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/teacher/YOUNGER-TEACHER- GUIDE.md • S — younger Four Corners printable content visible; Bhakti Garden craft layout visible; primary verse reference visible; EXTERNAL_OPEN status retained — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,59,pdf-page+contact-sheet,"Contact sheet contact-sheet-008.png opened for visual review; Opened rendered page 59 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: **Y05** `Y05-HOUSE-RULE-PICTURE- SORT.md` Optional backup / redirect practice; cut 8 cards + 2 mats Also: name stickers; calm-corner chair v — younger Four Corners printable content visible; primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,60,pdf-page+contact-sheet,"Contact sheet contact-sheet-008.png opened for visual review; Opened rendered page 60 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: 122. Give each child Y03 Bhakti Garden worksheet. 123. Teacher models: color the center first — Our family helps one another remember Kṛṣṇa. — younger Four Corners printable content visible; Bhakti Garden craft layout visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,61,pdf-page+contact-sheet,"Contact sheet contact-sheet-008.png opened for visual review; Opened rendered page 61 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Optional: sort one Y05 card as a class redirect model (Safe / Needs a reset) — never shame the child who needed the reset. Backup low-prep ( — younger Four Corners printable content visible; Bhakti Garden craft layout visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,62,pdf-page+contact-sheet,"Contact sheet contact-sheet-008.png opened for visual review; Opened rendered page 62 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/teacher/OLDER-TEACHER- GUIDE.md • SHA — primary verse reference visible; EXTERNAL_OPEN status retained — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,63,pdf-page+contact-sheet,"Contact sheet contact-sheet-008.png opened for visual review; Opened rendered page 63 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: CHALLENGE.md` **O05** `O05-FAMILY-COMPASS.md` One mini-poster per student (or shared wall copy) **O06** `O06-EXIT-TICKET.md` One exit ticket — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,64,pdf-page+contact-sheet,"Contact sheet contact-sheet-008.png opened for visual review; Opened rendered page 64 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: 28–35 min — Scenario challenge (O04) + Family Compass (O05) 164. Assign each group one scenario from O04 (rotate if time allows a second). 1 — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,65,pdf-page+contact-sheet,"Contact sheet contact-sheet-009.png opened for visual review; Opened rendered page 65 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: C1-W1 · O02 · KUTUMBA Is / Is Not Sort Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-her — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,66,pdf-page+contact-sheet,"Contact sheet contact-sheet-009.png opened for visual review; Opened rendered page 66 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: ✂ ======================== CUT ======================== ✂ ``` KUTUMBA · C1-W1 Older · O02 · p. 2 <div style=""page-break-after: always;""></di — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,67,pdf-page+contact-sheet,"Contact sheet contact-sheet-009.png opened for visual review; Opened rendered page 67 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: 178. Drop-off babysitting while parents leave the program. 179. A replacement for temple worship and community. 180. Competition to see who  — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,68,pdf-page+contact-sheet,"Contact sheet contact-sheet-009.png opened for visual review; Opened rendered page 68 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: ◆ ◆ ◆ Example cards 1–6 ``` ✂ ======================== CUT ======================== ✂ ┌──────────────────────────────┐ ┌──────────────────── — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,69,pdf-page+contact-sheet,"Contact sheet contact-sheet-009.png opened for visual review; Opened rendered page 69 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: ✂ ======================== CUT ======================== ✂ ┌──────────────────────────────┐ ┌──────────────────────────────┐ │ E11 We write n — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,70,pdf-page+contact-sheet,"Contact sheet contact-sheet-009.png opened for visual review; Opened rendered page 70 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: E9 When someone speaks harshly, we pause and restart with respect. **3 Respectful family correction** E10 We help with prasādam distribution — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,71,pdf-page+contact-sheet,"Contact sheet contact-sheet-009.png opened for visual review; Opened rendered page 71 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: 189. What is missing? ◆ ◆ ◆ 190. What should happen next? ◆ ◆ ◆ 191. Which KUTUMBA principle applies? ◆ ◆ ◆ KUTUMBA · C1-W1 Older · O04 · p. — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,72,pdf-page+contact-sheet,"Contact sheet contact-sheet-009.png opened for visual review; Opened rendered page 72 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Scenario 1 • Good: Protecting Saturday rhythm; showing up with the group. • Missing: Home watering of hearing — tiny regular practice. • Nex — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,73,pdf-page+contact-sheet,"Contact sheet contact-sheet-010.png opened for visual review; Opened rendered page 73 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Section B — scenario directions Saturday-only • Mistaken: “Attendance equals growth.” • Response: Thank them for showing up; invite one tiny — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,74,pdf-page+contact-sheet,"Contact sheet contact-sheet-010.png opened for visual review; Opened rendered page 74 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: • Invented verse numbers • “Science proves devotion / heart-cleansing” • Mṛgāri cited from SB 6.x / SB 4.8 (must be CC Madhya 24 if mentione — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,75,pdf-page+contact-sheet,"Contact sheet contact-sheet-010.png opened for visual review; Opened rendered page 75 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Source ID: KUTUMBA-V12.2-W1-GENERATED • Protect private writing; never force sharing. • In the two-family case, affirm what is healthy befor — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,76,pdf-page+contact-sheet,"Contact sheet contact-sheet-010.png opened for visual review; Opened rendered page 76 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/teacher/MAIN-FACILITATOR- GUIDE-V12.m — younger Four Corners printable content visible; parent printable/form fields visible; primary verse reference visible; EXTERNAL_OPEN status retained — cream ground, plum header/footer readable",,1,PASS
